text_code,sent,topic
"[   1    0 5145  209    0 8629   11    4   46    0  197 8628    0    0
   20    0    0]",positive,paper towns
"[   1    0 3786    0    4  138   77  592   34   60  192   13    0    0
    2 8626   34   34   27 8625  120    0    0    0    6]",positive,paper towns
[  1   0 106 112   2  48  35],positive,paper towns
[  1   0 240  32   0   2   0  11   0   0   6],positive,paper towns
"[  0   1   0 240 438 122  86 763  11   0  25   9   0 156   0  20   0   0
   0 283   0   6   6]",positive,paper towns
"[   1    0   41    0    0  299 1196    4   11    0    0   27    0    2
  128   12   41    0    0  299  103    0    0    3]",positive,paper towns
[  1   0  32   2  13   4 184  27 406   3],positive,paper towns
"[   1    0  438    0    2    0   11    4    0   17  967    0   80    0
   12    0    0 3804 8624    0]",positive,paper towns
"[ 276  102   80    1  107  129  136    0   17    0    0 1608    4    0
    2  327    0  388  761    0    0    0]",positive,paper towns
"[  0 132   0  20   0 263 397   0   1  11   4 176 904  32   0   0   0  69
  23   3   7]",positive,paper towns
[180   1 120   0  62 393   2  40  35   0],positive,paper towns
"[ 180    1    0   52    0    0  242  684  128    0    0   50    2 8622
    0    6]",positive,paper towns
[  0 118   0 281   0  80   1  82   0   0   0  18   0  20   0  11   0],positive,paper towns
"[   0    0    0   38  800   11    4    0   17    0  140    0   14  517
  128  564    0   23    0 1824    0    1    0 2217    4 8620   34  156
    0    0    0]",positive,paper towns
[  0 132   0  20   1   0 129   0   0   0   0   0 171  42 565   0],positive,paper towns
"[   0    0    0 1058    0 1252    0 3429   66  476    0   20    1   11
    0 8619    0  390    0   58    0   20    0]",positive,paper towns
[8618  118  126    0    0    2  453   11    0  169    0   20    1    0],positive,paper towns
"[2780    0  214    0   20    1   11   12  213   54  224  314    2  283
    0    0    0]",positive,paper towns
"[   0   62 4617    4   47   26   12    0  651    0   15   52  705    0
   15  517    0  118   20    1  120    0  123    0    0]",positive,paper towns
"[   0   33   28    0   44  114    0  703    8 4364    0    0    0 2081
    0  176   27    0   80    1   12    0  724   79    0  274    0  420
    0]",positive,paper towns
"[   2    5 1462    0 1799 4709  306    0    1   10   17   72    2   51
  323    0    0    0    0]",positive,paper towns
"[   0    2 1946 8615    0    0    0   13    0  110    0    0    0    1
    0   41    0    2   51  353   92    0]",positive,paper towns
"[   2  159  984  323    0    1   19    2 1946  902    0 1035    0  110
    0  980   32  495   14  374    0    2  785    0    2  128]",positive,paper towns
"[   2  134  356    0    0  454    0    1 2498    0    0    2    1 1307
    0  234    0    0    0   74 8613 1035    0  110    0    0  976    4
   18  369]",positive,paper towns
"[   0   53    0   18 3183    2    1 1085    0    0    0    4    0   10
   17 5947    4 2052    0  435    0  139  132    0   20    0    0    0
    0    0]",positive,paper towns
"[ 81   0 258   0   0  20   1  11  75 524   0 478   8   0   0  90  32   7
   7   7   7   7]",positive,paper towns
"[  11    0 2552 8612    0   27    0 5964    8    0    4    2    0    0
   27    0    2  763    0   20    1    0]",positive,paper towns
"[ 11   8   0  91   0  81   0   0 102   0   0   2 763 115   0  58   0  80
   1]",positive,paper towns
"[   0   11    0   25    0    0   42   23  115    0    0   80    1    8
    2 2719    0    0   22    0   94 1963    3    3    3]",positive,paper towns
[ 454    0   67  651    0   38    0 2568   11    4    0   20    1    0],positive,paper towns
[ 58   0 175 544   1  11   0   0 724 503   0   2 128  19 288   0],positive,paper towns
"[   0   19  822    0   16   83    0 1161   14    0    0   27    0   20
    1   11   28   12 8611 3517    0    0    0    0]",positive,paper towns
"[  0 296   1   8   2  48  35  56   4   0 540 463   0   0  18  43   0 272
   0 663   0  50  15 128 106  71   0   0]",positive,paper towns
[   0  113    1   11   12    0 4909    0    0    0   42    0    0    0],positive,paper towns
[   0   21   63    0 8610   54    0   27    0   20    1   11    0    6],positive,paper towns
"[   0    0   27    8  484   15  700    4    2  763    0   20    1   11
    0    0    0   50    0   43 1766   45    0  187   73]",positive,paper towns
"[   0   99    0    0    0  468  544    1    0  233    0   69    0  115
    0    0   17  322    0  357   37    0 1459 5742   11  114    0    0]",positive,paper towns
"[   0  281    4  180    1    0   24    0    0  104    0  242   42  462
    0 4720  159    0    2 1460    0  951  959    0   16  794 3352    0
    0  124    0    0]",positive,paper towns
"[   0  281    4  180    1    0   74 8609 8608    0  100    0    2  508
    4  973   37  145    8    5  297    0   74  170    0    5    0    0
    0    0  102  238 8607    0    0]",positive,paper towns
"[   0  739 1000    0    0    0   27    0   80    1   11    0    0   22
    0  238   15  128    0    0]",positive,paper towns
"[  43    9  507   45   72    0 1097   14    2 1895    0   27    0   20
    2    1   11]",positive,paper towns
[  43   49  401 2623    0    9   58    0    0    4   20    1   11    6],positive,paper towns
"[  76   50    0    0   27 8606   11   16  542    0    0   20    1   12
    0 4584    0    0    0    0    0    0    0]",positive,paper towns
"[   0   22    0   94    8   11    0    0    0   34   27    0   80    1
    0    0    0    0  132    0 4555    0]",positive,paper towns
"[   0  243  341    0    0   25    0   20    1   11    4  967   22 2650
    0   23    0]",positive,paper towns
"[1675    5    2  390  902    0  477 1585    0    1    6  226  345    0
  191 8605    0    1   11]",positive,paper towns
"[   0   19 8587 1715   43    0  262    2 3087    0 1035    0  110    0
    1]",positive,paper towns
"[   0    0   27    0   20    1    0    0   27 1924  120    0    4  206
  408   11    0    0    0    0    0]",positive,paper towns
"[   0 1536  322    0  314    0    2    5  412 2578 2273    0   24    0
    0  630    1    0  477 1585    4    0   88   29    0    0  384    0
    0    0  614    0    0    0]",positive,paper towns
"[  14 1035    0  110 1567 4590    0    1   18  266    0  197  322  999
    4   42    4 2639   29    0    0    0    0]",positive,paper towns
"[  53  343    2 1946    8 1035    0  110    0  980   32  495    0    1
    4    0    0   72  226    8    0  136    0  296    0]",positive,paper towns
[454   0 742 544   1   0  14   0  22   0  20   2 128  11   0],positive,paper towns
[ 113    1   56    8    2   31   35 4555],positive,paper towns
[ 43   9 929   9  34  27   0  20   1   0 129   6],positive,paper towns
"[   3    0  197  451    8    1    0    0    0 1138  209    2  131    0
 1755  209    0    0    0  666    0   11  705    0    0    7]",negative,paul dunne
"[   0 3793    0 3793  175    8    1    0   14   40  905  144   17   72
  125  679  278    0 3483    0    0 1699    2  519  470    7]",negative,paul dunne
"[ 330    0  121    0   16    1   10   26  106    0  519  470    0 5402
 8537    0    2 3777    0    0    5    8    2 2073    0    0    0    7]",negative,paul dunne
"[   0    0  151 4551  529    0  399    2   13    0    0 1687    0   33
  519    7   18    0  944    8    1    2  372  196    0   11]",negative,paul dunne
"[8536    2  470    1   45   96    0  995    5 8535 2925    0    2  372
   23    0    2    7   39 1256    0  232    0  844    8   13]",negative,paul dunne
"[ 349    0    2  679 1863    0   21   35 1047 8534    1 8533   73    5
  365   60 1957    0  742  280    5  198    0   44    0    0    0]",negative,paul dunne
"[  26    0   69  175    8    2  470    1    0 1012  319    0 4765  936
    0  236   49  756  701    0   13  570    0   73    2 2056    0  905
    5    0]",negative,paul dunne
"[   1  792 8531    2  460    0 2511   12 3596    0  742   33    0   82
  185    0    7]",negative,paul dunne
"[   1 1147    0   96    2   51    0 1519    0 4688 3760    2   13    4
   46    5   73    2  232    0  511    5  867 8530   46    0]",negative,paul dunne
"[   1    0   48  196  884    0    5    0    2 4681   92  884    0    0
  470    0    2  264    0   47    0 2527    0]",negative,paul dunne
"[   0    7    0    0    1   22   67  336    0   44    0  301  940 1283
 1076 1047  470    0 8528    0    0    0    0    0    0    6]",positive,paul dunne
"[   7    1 1410    0 8527    0 1464    4   31    0    0  666  264   12
  234 2375    4 1278    0    6]",positive,paul dunne
"[   0    1    0 1362    0   44    5    0    2   13  185    0    2 1573
    0 2247    0 1569    0    6    7]",positive,paul dunne
"[   0    3    1  118  577 3798   11  115    0    0  470    0   22    0
    7]",positive,paul dunne
"[   5    5 1296 2518    0    1  224  417    0    0    2  372 8526    0
    0    0  589   47 1000    0  488    0    0    0   38    0  177 4721
    0    0    7]",positive,paul dunne
"[   0    5    7    0    0    1    0    0    0    0    0    0    0    0
  563   12    0    5    0    0 8525    5    0 4290    0  110    5    0
    0    2  260  831    0    0 1687    0 2685  152    0 2211    0]",positive,paul dunne
"[   3 3225 1117   99 1447    0    0    1  519    2  264    4 4711 8522
    0   48    0    2 8521    0   42  482    0]",positive,paul dunne
"[  3  69 196   0   1  56   0   0 607 209  12  66   0  21   2  51   8  11
   0   0   7   7]",positive,paul dunne
"[   3   15    1  549    0 1848   16    0   89   15  786  203    0   11
    0    7    6]",positive,paul dunne
"[   3    3    3    0    3   22    0   98    2  264   11   83    0   58
    1    3   39 4700    0   98    0]",positive,paul dunne
"[   3    1    0  303   71   29 1078 8520    0   42  420    0    2  372
  196   11    0    7    6]",positive,paul dunne
"[   0    3  728  127    2 1047  470    0    1    0 2188    2  108    0
    0   71    0   90   11    0    0    0    7    0    0    6]",positive,paul dunne
"[   3   99  261    0    1 1019  152   56  496  137    0  250    0  414
   11    7]",positive,paul dunne
"[   3    0    1  516    7    0   81    0   10 5776    3    0 1047 6171
 8519    0]",positive,paul dunne
"[   3    0   89    9   34  113    1   39 2942   67   36 1055    0    2
 8518  264    0    0  166   23   11    0]",positive,paul dunne
"[  3  42 420   0   1   0   2  77  23   0   2 666 264  11   0  22   0   0
   0   0 500   0]",positive,paul dunne
"[   3    3    3    3    2  264    0    0 3303    6   50    0   89    1
    0  143   11    0]",positive,paul dunne
"[   0 1556    0  304   39    2    0   30    0 1175    1   32    0    2
   77  164  701   11    0   47    0   23  612    8   66    0  341 1470
    0    7]",positive,paul dunne
"[ 540  288  688   12    1   18   46    0  802 1853    8    2  470    0
 4375    2 4422   11    0]",positive,paul dunne
[540 711 482  39   1  56   0 250   2 529 557  11],positive,paul dunne
[  21   37    1    4 2779 2334    0   15  704   44  114    0],positive,paul dunne
"[   0  176    0   11    0    3   21    2 1534    0    0 4395   23    8
    1    4    0 8516  756  196    0    0 1687    0    7]",positive,paul dunne
"[   0  176    0    2 1895    0    2  264   19    1    0   48  196    4
    2 3158 8515 3749    2   13  905    0    0]",positive,paul dunne
"[ 470  412    0  805    0    0   23    0   30    0   39    5  198   43
    1 1554   73   36   13  196   12 6192    0    7    7    6]",positive,paul dunne
"[   0  234  196   39    1    0  711    0   20 3225   26   85  417    2
 1046   16  224 4371   89    0  203   99   11    7]",positive,paul dunne
"[   4    0    0 2817    2  470    1   25    0   27   32   77   11   12
 1634   23    0   47    0  560    8   66    0    7]",positive,paul dunne
"[   0    0  183    0    0    0   29    0   20  940 1283   98    2  264
    0   15    1  764    0  322  394    0   22    0   94    0   20    0
 8514   11    0    0]",positive,paul dunne
"[ 51   0 420   0   1  15 700   0   0  45 204  72 656   4 186   0 488   0
  10   0 152   0  69   0   0   0   6]",positive,paul dunne
"[   0   51    0  420    0    1   56    0    0 2466    0  498    0    2
   31  470    0   98    0    0    2  264    0    0    0    5  239    0
    0    0  176    0    0    0    6]",positive,paul dunne
[304 819   0 829   1   2 139  51   8  11   0   2 264   6],positive,paul dunne
[ 548 2692    8    1    0  126  170    2  666  264   11],positive,paul dunne
"[2806    8   14  496  137    1  417    2  666 8512    0  488   56    0
    0    0  183  196   11    0   30    0    9    0    0 1047  120    7]",positive,paul dunne
"[   0    9   63   54    1    0    0    0   10   67  336   11    0  268
   68    0    3   45 1534   46    0]",positive,paul dunne
"[ 766  152    0    1    0    0    0 3226  576 1519    0  853    0    0
  911   89    0    0    0    2   77  595   11    0    0]",positive,paul dunne
"[1996   15    1    0    2  264    0    5    5   76   67    0    0   42
   44]",positive,paul dunne
"[   0  711  482   39    1    0  858    0  265 1464    0    0  470    0
  139 1210    0    0    0    2   77  595   11    7]",positive,paul dunne
"[   8   82   35   92    0   22    0   94    0  534    0    0  365    0
   44    0   50    2    1  549   16 1853    8    3    7]",positive,paul dunne
"[   0 8511   37    2  455    0    0    0   18    0    0   57    0   20
    1    0    0   11    0  482    0 4954 3981    0 4700 3493  124    0
    0    7]",positive,paul dunne
"[ 243    0 3784    4 2972 8510    0    0    0    0   58    1    0   98
   15    0    0    0    0  177 1078    0    0    0    7]",positive,paul dunne
[  42 2142    8    1    0    2   48    7],positive,paul dunne
"[  42 3322   39    1    0 2142    0   13    4    0    0   64    0 2383
   56    0 1960 2730 2527    0    7]",positive,paul dunne
[ 42  27   1   7   0   7   0   0   0   0 844   8 232   4   0  13],positive,paul dunne
"[   0   42  420    0 3218    0    0    1    0    0    0  372  196    0
    2  264   11    0    0    6    6]",positive,paul dunne
"[  0 493 197   8   1   0   2 248 725   0   2  13 470  75 319   2   5 905
 232   0   0]",positive,paul dunne
"[  69   23    0   78    4  415 8539   69   23    0 2196    0    1  549
    0    2   23    0 8540 2981    0  388  183  597    0]",positive,paul dunne
[ 69 196   3   8   1   7  22   0 295   0   0  27   0 238   2  77  23  11],positive,paul dunne
"[  69    0   20    1    0   30    0 2779 2334    0   12    0  426    0
   98    2    5  666  264    0    0 1687    0   44    0]",positive,paul dunne
"[   0 2921   73    0    1   65    0  374   84   69  853   56    0  778
    0    0    0    2  372 8541   11    0    7]",positive,paul dunne
"[1284    0    2   13  470    1   62   45    0 1256    0    7  232    0
    0    0  135    0    6    6]",positive,paul dunne
"[   0  307    0    0  589   47 1000    0    1    0    0   22  160  121
    0 1642    3    0    2  173    0    2   23    0   33    0    0]",positive,paul dunne
"[  68   37    1   39    3    0    2    7    0    7   31  470  136 1875
 1651    0    0    5    0  232   75    5 2060    0]",positive,paul dunne
"[  68   22    9   26 2669    8    1   11    0   12   21    2 1793 5329
    0  256    0   81   65  184 3225 4495    0 4371    0    0  380    0]",positive,paul dunne
"[   0    0   22   81    0    0 8568  158  109    8    0 3218    0   98
    2  666  264   11    0   42  420    0    1    0    0]",positive,paul dunne
"[   0    1 4007    0   11   83    2   31 2233 1612  118  162   66    2
 1533    7]",positive,paul dunne
"[   0    1  516   11    0    0   27    0  197  721    8   26 4494    0
 2131    0   66    7]",positive,paul dunne
"[   0    9  860    0 1853    8    1   11    0    7    9   17    0  909
    0]",positive,paul dunne
"[   0    9  860    0 2692    8    1   11    0    2  264    9    0    0
    0    0    0    0   34   26 1047    0    0    0   17    0  909]",positive,paul dunne
"[1012    0    1  516    2  264   11    4   84 8567   96    0  744    0
   66    0    5    5    0    0    0]",positive,paul dunne
"[   0 3750    0 8565    1    0 4540 1275   99    0    2  264    0    0
    0   31  470  136 1875 1651    0  232   27  122    2  372  196    0]",positive,paul dunne
"[ 770  513   39    1    0    0   47    0  981 1040    0    2   13    0
    0    0 1687    0  563  349    0    0    7]",positive,paul dunne
"[   0 1275    0    1    0    2 1911    0 8564 8563    0    0    0   31
  470  136   84  248 1023 1875 1651    0    0    5    0    0  232 4535
   75    5 8562    0]",positive,paul dunne
"[1047  470    1    0   41    0  576  867  519    2  264  141    2  372
  196    0   44    0    0 1687    0]",positive,paul dunne
"[ 309    0    0 3300   68   99    1    0 4618   15  232    7   84 3303
    8   11    6]",positive,paul dunne
"[   0    0   19   18    0   42   23    0    0 1293 2764    4   89    8
    2  167   11    0    0    0    1    0    6    6]",positive,paul dunne
"[1395  563  470    1    5    5    0   98    2  264  759   11    0 2779
 2334    0    5    5    0  940 1283 3321 1010    0    5    5    0]",positive,paul dunne
"[   0  940 1283    0 1047  470    1    0  597  131    0   53  285   17
    0  426    0   67  336   44    0    7    0    0    6]",positive,paul dunne
"[  18   72  113 1047  853  470    1  742    0 1395  563   27  122   11
    0  372  196    0   99    0    0    0    6]",positive,paul dunne
"[   0   77  187    1   19  752    8    0 4068 2049  587    0   46    0
    0  752    8    2  264    0 1848    0    0   88   89    0  203   99
   11    0    0]",positive,paul dunne
"[2207 4491    8    1    0    2 2269   13    0  441    0 3289    4 8561
  405    0  441  496 8560    0   69  196    0    5    0    7]",positive,paul dunne
"[   0    0  589   47 1000    0   11    0  372  196    0    2    0    7
    1   45  974    3    2   51 8559    0    2 1141 1183    0]",positive,paul dunne
"[8558 8557 4240    1    0   30    0  940 4780    0    2   48  470    0
    2  143    5    0    7 3300    6]",positive,paul dunne
"[   1    0   30    0   36    3 5150  374    0    7  980 5616 2719    0
    5    0 3483   10   98    2    3   11    0]",positive,paul dunne
"[   0    1    0    0    0  104    0  234  462    0   56    0  264    0
   99  261    3    4   42  420    8   11    0    0   63    9   34 1047
    0    0   46    0    3]",positive,paul dunne
"[   0    1    0  470    0  186 2142    0   13    0    0    5    0    0
    0  563   12 2314 8556    0    7]",positive,paul dunne
"[   1  226    0  498    2   31 3218    0   98    2 2948 3518    0  519
  470    0    2  264  136    0 5860  410 3750 8555    0    5]",positive,paul dunne
"[   0    1 3342  372  196    5    0    0   39  519    7    0 1594    0
   13   51  470    0   62    0    0  381    0  256    0 1624   66  464
    0    0]",positive,paul dunne
"[   1 2139    0    0    5    4    0  844    0    2  143    0    2 3303
    0    7 8553  853  697   25    0    0 1113  185   11]",positive,paul dunne
"[   1  306    0 2142    0    2   48    0   42 1391   75 8552  175    0
 3903 2059   46  844   12 4688    0    5  892    5    0    2  232    7]",positive,paul dunne
"[   1   27    8    2   82  470  136 1875 1651    0   98    2  264    4
 8550   27    8   36   48  264    0    7    7]",positive,paul dunne
[  1  27   0  67 336  11   7],positive,paul dunne
"[   0    1   96   84   23   56    0    0 1687    0    0    0  656 2527
    0  384    8    0  470    0    0   69    0   20   66  409    0 1556
   11    0    0]",positive,paul dunne
[  1  45 374  29   0 816   0  89   0 516  11   0   0   0],positive,paul dunne
"[   1   45  168   36    0    0    5    0    5    0  331  216    3    5
   30    5    0    2    7    0  166    0  331 5654   11    0    6]",positive,paul dunne
"[   0    1    0  288    0    0    0  905    0    2  167 1579   11    0
    0    0    0   30    0    0    0    2  701  160  203   47    9  311
    0    0    0   34    0   55 1108 5429 8549    0]",positive,paul dunne
"[   0    1    0   27    0    0    0 2205   11    0  288    0    0    0
   14 1379  278    0   89    0   45    0  426    0   98  433   11    0
    0]",positive,paul dunne
"[   0    1    0  209 1146   32   56    0    3    0   76    0  288    0
   20    0  470    0 3790  156  127    2 1649   11    0]",positive,paul dunne
"[   0    1    0    2  246  460    0   84  981    8    2 3493 1040    0
    2   13 8548    0   14 4491  519    7    7]",positive,paul dunne
"[   1    0  844    8   31    0    2  264    4    0    0    0  488    7
    0    0 5971    0    0 1867    3    0    7]",positive,paul dunne
"[   1 2168    2 8547   27    0    2 5183  688    0   15  144    0  288
    0    0  306   73    0    0 1833  175   11    0]",positive,paul dunne
"[   0    1  693    2  529    0  944    0    0  102   17    0 1211    0
 8546   39  140   11    0   89   36 1177 1340    0 2122 1244    0    7]",positive,paul dunne
"[   1  186    8  145 1195    0 2065    0   11    0 8545    0   21   97
   66    7]",positive,paul dunne
"[   1  266    0 2142    0    2   13    4    0  220    0    2   77    5
    0    2    0  470 3752   75    0 8544   98   97 4711 8543]",positive,paul dunne
"[   0    1   10    0    0  470    0   16    0    0    0    0  563    0
    7    4    0 2561  109   36 1888    0  563    0  940 1283    0    0]",positive,paul dunne
"[   0    1   10    0  519    7   16    2  916    8    2 2948 3518    0
  384   39   97  293    0    0    0    0    6    6]",positive,paul dunne
[  1  10   0   2 604 563 139 419   0   0   0   0],positive,paul dunne
"[   1   10   85   38    0 2948 3518    0    0  516    7   56   16   41
 3499    0  168    0  149    0  923   37  455    8    0  218    0    0
  203    0]",positive,paul dunne
"[   1  258   38 1275   32    0   15 3165 2165    0    0  516   11    0
    7]",positive,paul dunne
"[   0    1    0 1040    0    2   13  905    0    0    0 1687    0    0
    0  563    0    0    0   14   19   37    0  125  223    0  189  144
   17    0  853    0   92    0    0    0    0]",positive,paul dunne
"[   0    1 2039 4535  232   75    5 2060    0    0    0 3393    0   76
    0   31  470    0    0    0  136 1875 1651    0    5    0    0    6]",positive,paul dunne
"[   0    1  570    0    5    0    0    5    0    0  844    8    2  232
  122    2  372   23   11    0 2334  570    0    0    5    0    0    5
    0    0   30    0    0    5   73    2  232    0    7]",positive,paul dunne
"[   1  844    8   13    0    2    0 3225    0 1275    0    1 8542    0
  164 3862    0  777    8    0   41    0    0    0    0    6]",positive,paul dunne
"[   0    1   12    0   69 1480  416  196    0   36 1780    0    2   31
 2056   11  519    2  264    0    0    0    0    0    0   67 1552    0
    0    0    0]",positive,paul dunne
"[   0    1    0 2314 8632    0  189    0    5  867   22   98    2  264
   11    0  984  482    0    0   14 1632 1184    0  298    0]",positive,paul dunne
"[   0    1    0    0  470    0 2039  264  232   27  122  372  196    0
  234    0 2779    0   13    0    6]",positive,paul dunne
"[  0   1   0   0   0   2 701 203  47   9 311   0   0   0   0   0   0   0
  21  63   0   0  41   0  80  46   0 656   7   6]",positive,paul dunne
[   1 2124   36  501    0  984   23    0  853 1482    8   11    7],positive,paul dunne
[   1 1395   31    0  264    0  656  853   39    2  470    0    7],positive,paul dunne
"[ 787    0   15  248   25   67    0  269 4748    0    1  516    2  853
   11    6    6]",positive,paul dunne
"[ 188  197  179    0 1401    0    2 5291   11    4  328    1    0   73
    5  198    0    7    7]",positive,paul dunne
"[  88   89    1   45    0   42   23   11    0  711  436    4   69  248
  739 1000   11    0  232    2  264    0  288    0]",positive,paul dunne
"[  88   89    1 2286   73    0  264  759  960   11    0 2692    8    2
  470    0]",positive,paul dunne
"[  88 5051    0    2  372  196   11    0    0    0   50    0   20   23
  240   38   36  380    0    8    1    0  126    0    0   62   58 1283
  278]",positive,paul dunne
"[   0  118    1    0 8571  742    2  264    0   13  946    0  112    0
    0    0  613    0    7    0    2 8697    0    0  167    8 4780    0
   13  946    0  112    0    0]",positive,paul dunne
"[   0    0   89   14    0    0    2   13    0    1  266   14  926  399
    0 1125   36 4607  144   98    2  264    0   47    0  549    0    0
    0    0]",positive,paul dunne
"[  84   23    0    7    0    0  770  482   39    1    4 2779 2334    0
 8726  196    0 2531 2059    0   44   25    0   69    0]",positive,paul dunne
"[  84  196    0    1    0    0 1687    0 1406   14   11    4    0  516
    0    7]",positive,paul dunne
"[   0  441    0 4304    0 2334  876    5 4306    0    2   13    0   46
    5   73    2  232    0    0    0    0    1    0  285    0    0    5
    0    0    0 3903    0   30    0 2113    0    0    5    0]",positive,paul dunne
[337 196  39   1   0 984  23 612  11   0   7],positive,paul dunne
"[2878    0  656    0 1984    0    0  149  121    0   71   37    3    0
  384    4  274    1   42  420    8   44    0    7    7]",positive,paul dunne
"[ 126    0 3757    1    0  470 1863   54    0    0  519    2    3   75
   36   48  196    7]",positive,paul dunne
"[   2 1294    0 1275    0    1 1340  666  264  122  470  412   12 1984
   48  196    0    0    5    0    0    0    0    0 1275    0    0    0
    0    6]",positive,paul dunne
[  2 563   0   2  33   0   2 666 264   4   1   0  62   5   5   0 504   0],positive,paul dunne
"[   2   77   35    0  470  232    2    3   75    5 2060   19 1875 1651
    0    5    0    0    0   89    1   22   67  336   11    0]",positive,paul dunne
"[   0 1302 5183 2623    1   47    0    0    0  528    0    0 3817   73
   44   12 1256    0  232    0    0    0   67 1552   12    2  701    0
    0    0   69  482    0    0]",positive,paul dunne
"[  11    0   27    0    0    2  159  696    0   33    0    0    0  380
  759    0 1839 2782    0  829    1   51    0  420    7]",positive,paul dunne
"[   0 1848  482   39    1    0  500    0   22 1013    0   11    0  597
  131    0    0    0 8725  513    0    0]",positive,paul dunne
"[ 139  488    0    1    0    0   10   26   17 1169    2  131    0  522
   16    0 1298   47    0  166 1476    0   45    7]",positive,paul dunne
"[   0  113    1    0  666  264   11   25    0 2730   95  594 2951   20
    0    0 8724    0 8723    0 5065    0 8721    0  102    0   42    0]",positive,paul dunne
"[ 99 261   1   0   0 374   0  69 196   0 853  56   0 144   0 224  98   7
  11   0   0   0   0]",positive,paul dunne
"[  47    0  513    0  384   39 8720 5358    1    3   42  420   11    9
   22    0    0    0    7]",positive,paul dunne
"[  0  47   0 196   0   1   0  42 420  11   4   0  89   9  98   2 264   0
   0]",positive,paul dunne
"[  47    0  196    8    1    0    0 2692    8    2  496 3218  470  362
   11    0]",positive,paul dunne
"[  0  47   0 196  39   1   0   4  12  14   0 144   0  27  73   0   2  77
 595  11   7]",positive,paul dunne
[   0   47    0 8719    0    1    0   89    0  161   32 3242   11    7],positive,paul dunne
"[  47    0 2527    0    1   56    0    0  232    2  264    0  257 3744
    0  234    0  993   25    0 8718    8   66   11    0]",positive,paul dunne
"[   0   47  266   44  112    0  372  196    0    3  853  759    0 3587
  470    1    0   54 3532 8717    0    0  844    8    2  232    0    0]",positive,paul dunne
"[  47    0    2 8716   98    0    0    0    0    1  646   11    0 1302
 8714    0    5    0    0    0   22    0 4298  597  131    0   42    8
    2  764    0]",positive,paul dunne
"[  76    0  234    0   20    1    0   32    4   98    2 2121 8712 4422
   11    0    0    0    0]",positive,paul dunne
[ 76  50   0  20   1  67 353 696  11   0   3  47   0  69 549],positive,paul dunne
"[   0   76    2 1231  549    0   48  324  380    8    3    0   98    0
    0    0   39 1275    0    1    0    3 5099    0]",positive,paul dunne
[  0 369   0   0 197   0  42   8   1   0  89   0  22 250   0  27  11   0],positive,paul dunne
"[   0  369    0    1    0    0   69  462  764    0   89    0   22  409
    0    0   11    4  105  257 4428   68    0    0    0 3566    0  121
    0 3483    0    0    3    7]",positive,paul dunne
[   3    3   54    0 8698    0   14   10    0  679  109    2    1  158],negative,paul mccartney
"[   0  306 1531   37    1  209    0 1326  448    0  199    0    0 8711
  452   37    0   27    0    2    1   93    0]",positive,paul mccartney
"[  31   23    0    7    0    0  234    0    1 8710    0    0   26  193
  171  560    0    0  145   25  331  148    0    0  135    0    6]",positive,paul mccartney
"[   0    5    0 1703    8    0  401   54    0   27    0 1239    8    1
   11    0    0  237    0    0    0    7]",positive,paul mccartney
"[   0    3 8705    0    0   17   26    0    0    0   85 1516    0 8704
    0    0   22  520    0    8    0 1547 1785   15   60    0    0    1
  111    0    0]",positive,paul mccartney
"[   3 8703 4069    0    0    2 1121    1  111    8    2  199  807  105
    0    0  681    0  365 2378    0    0   38  116  218    0   22    0
    0    0]",positive,paul mccartney
"[   0    3 1239   25    0    0   13   35  191    9    0   16    0  197
   29    0    0 1732    0    9    0 1596  263    0   20    1    0    7]",positive,paul mccartney
"[   3    0    0   10  343   73    2 1484  358    2  334  730   41    0
    1    0  156    0  779    0]",positive,paul mccartney
"[   0    3   51    0    2 3862    0  130   31   93    0    5  239    0
    0 2609    0    1  342    2 1417    0    2 5301    0 8702 1164    0
    0]",positive,paul mccartney
"[   0    3    3   22 2553   82 1024    0    1   19  711    0   24   28
    0  555 5289   12    2  914 8700    0    0]",positive,paul mccartney
"[   0    3   69  787    0  285    0    9    0   68   35 3785    0    0
    0 3066    0   21  664    0 3066    0    0    1    0   31    0  147
    2 3282 3282    5 3066    0]",positive,paul mccartney
"[   3   99  555  226  122  465    0   81    9   10   29  130  482    0
    0    1   19    0  166  284 1334    0    0]",positive,paul mccartney
"[   0    3    0  684    0    0    0   27    0   24    0    0    4    0
 1094   34  102    0    0    2  951  668  478    1  242  125   21   23
  617    0]",positive,paul mccartney
"[   3  621    0    0  515    8 1239    0  162    9    0 1592    8    7
    0   65    0    0  131    0   22    0  263    0  238    1    0   24]",positive,paul mccartney
"[   3    0   14    1    0    2 2813    0    2   40 1089    0  913    0
 1105    2   55  101  137    0    9  104    0  120    0    7]",positive,paul mccartney
"[   3    0   65    0  131    0    0   64    4   80   84    0    2 2747
   39    2  205    0    0   58    0 4103   24    4    1]",positive,paul mccartney
"[   0    3 1121    0    0    0    0  886    0    0 1121    1    0  110
    5    0  774   66    0    0  245   23    0    0    0    0 8727    0
    0  193    0    0 2553    0    0   38 1869    0]",positive,paul mccartney
"[   0 1443    0    0   26    1    0   18  630    0    9   81    9   22
  900  135 1165    0  602    8  452    4    0    0    0    0   67    0
    0   28   32    0    0    0    0    0    0]",positive,paul mccartney
